2022-02-27,366
2022-02-28,639
2022-03-01,994
2022-03-02,1158
2022-03-03,1265
2022-03-04,1379
2022-03-05,1464
2022-03-06,1552
2022-03-07,1590
2022-03-08,1630
2022-03-09,1657
2022-03-10,1681
2022-03-11,1697
2022-03-12,1712
2022-03-13,1740
2022-03-14,1768
2022-03-15,1794
2022-03-16,1833
2022-03-17,1857
2022-03-18,1881
2022-03-19,1913
2022-03-20,1936
2022-03-21,1949
2022-03-23,1991
2022-03-24,2009
2022-03-25,2015
2022-03-26,2022
2022-03-27,2023
2022-03-28,2022
2022-03-29,2025
2022-03-30,2023
2022-03-31,2025
2022-04-01,2026
2022-04-02,2027
2022-04-03,2026
2022-04-04,2025
2022-04-05,2022
2022-04-06,2022
2022-04-07,2021
2022-04-08,2021
2022-04-09,2020
2022-04-10,2017
2022-04-11,2016
2022-04-12,2017
2022-04-13,2017
2022-04-14,2016
2022-04-15,2015
2022-04-16,2013
2022-04-17,2012
2022-04-18,2010
2022-04-19,2008
2022-04-20,2007
2022-04-21,2007
2022-04-22,2007
2022-04-23,2007
2022-04-24,2007
2022-04-25,2007
2022-04-26,2007
2022-04-27,2006
2022-04-28,2005
2022-04-29,2005
2022-04-30,2004
2022-05-01,2002
2022-05-02,2004
2022-05-03,2002
2022-05-04,2003
2022-05-05,2002
2022-05-06,2002
2022-05-07,2001
2022-05-08,2000
2022-05-09,2000
2022-05-10,2000
2022-05-11,2000
2022-05-12,2000
2022-05-13,1999
2022-05-14,1999
2022-05-15,2000
2022-05-16,2000
2022-05-17,2000
2022-05-18,1998
2022-05-19,1997
2022-05-20,1997
2022-05-21,1997
2022-05-22,1996
2022-05-23,1995
2022-05-24,1994
2022-05-25,1994
2022-05-26,1992
2022-05-27,1992
2022-05-28,1992
2022-05-29,1991
2022-05-30,1991
2022-05-31,1991
2022-06-01,1991
2022-06-02,1992
2022-06-03,1992
2022-06-04,1992
2022-06-05,1991
2022-06-06,1989
2022-06-07,1989
2022-06-08,1989
2022-06-09,1988
2022-06-10,1987
2022-06-11,1987
2022-06-12,1986
2022-06-13,1985
2022-06-14,1984
2022-06-15,1981
2022-06-16,1980
2022-06-17,1980
2022-06-18,1980
2022-06-19,1979
2022-06-20,1978
2022-06-21,1976
2022-06-22,1977
2022-06-23,1976
2022-06-24,1976
2022-06-25,1975
2022-06-26,1973
2022-06-27,1973
2022-06-28,1973
2022-06-29,1973
2022-06-30,1972
2022-07-01,1972
2022-07-02,1972
2022-07-03,1970
2022-07-04,1969
2022-07-05,1969
2022-07-06,1968
2022-07-07,1968
2022-07-08,1966
2022-07-09,1965
2022-07-10,1965
2022-07-11,1965
2022-07-12,1962
2022-07-13,1962
2022-07-14,1961
2022-07-15,1960
2022-07-16,1958
2022-07-17,1956
2022-07-18,1952
2022-07-19,1950
2022-07-20,1950
2022-07-21,1950
2022-07-22,1948
2022-07-23,1949
2022-07-24,1949
2022-07-25,1948
2022-07-26,1947
2022-07-27,1947
2022-07-28,1947
2022-07-29,1947
2022-07-30,1947
2022-07-31,1946
2022-08-01,1947
2022-08-02,1947
2022-08-03,1947
2022-08-04,1946
2022-08-05,1946
2022-08-06,1944
2022-08-07,1944
2022-08-08,1944
2022-08-09,1944
2022-08-10,1943
2022-08-11,1943
2022-08-12,1942
2022-08-13,1942
2022-08-14,1941
2022-08-15,1940
2022-08-16,1938
2022-08-17,1938
2022-08-18,1936
2022-08-19,1935
2022-08-20,1935
2022-08-21,1933
2022-08-22,1933
2022-08-23,1933
2022-08-24,1933
2022-08-25,1933
2022-08-26,1933
2022-08-27,1933
2022-08-28,1933
2022-08-29,1932
2022-08-30,1931
2022-08-31,1930
2022-09-01,1928
2022-09-02,1926
2022-09-03,1926
2022-09-04,1924
2022-09-05,1924
2022-09-06,1923
2022-09-07,1923
2022-09-08,1921
2022-09-09,1921
2022-09-10,1920
2022-09-11,1919
2022-09-12,1918
2022-09-13,1917
2022-09-14,1916
2022-09-15,1915
2022-09-16,1916
2022-09-17,1916
2022-09-18,1916
2022-09-19,1914
2022-09-20,1914
2022-09-21,1913
2022-09-22,1912
