2019-06-08,5587,2205
2019-06-09,5590,2205
2019-06-10,5606,2205
2019-06-11,5609,2205
2019-06-12,5611,2205
2019-06-13,5615,2206
2019-06-14,5620,2209
2019-06-15,5621,2209
2019-06-16,5622,2209
2019-06-17,5623,2211
2019-06-18,5627,2213
2019-06-19,5628,2213
2019-06-20,5630,2218
2019-06-21,5633,2219
2019-06-22,5638,2220
2019-06-23,5638,2220
2019-06-24,5638,2220
2019-06-25,5651,2221
2019-06-26,5657,2221
2019-06-27,5656,2223
2019-06-28,5662,2224
2019-06-29,5671,2230
2019-06-30,5675,2230
2019-07-01,5680,2232
2019-07-02,5687,2233
2019-07-03,5691,2237
2019-07-04,5693,2238
2019-07-05,5703,2240
2019-07-06,5711,2240
2019-07-07,5716,2242
2019-07-08,5718,2244
2019-07-09,5721,2246
2019-07-10,5722,2245
2019-07-11,5724,2246
2019-07-12,5725,2247
2019-07-13,5729,2247
2019-07-14,5733,2251
2019-07-15,5735,2251
2019-07-16,5741,2252
2019-07-17,5743,2255
2019-07-18,5744,2255
2019-07-19,5744,2260
2019-07-20,5748,2262
2019-07-21,5748,2264
2019-07-22,5758,2268
2019-07-23,5760,2269
2019-07-24,5761,2269
2019-07-25,5765,2270
2019-07-26,5767,2274
2019-07-27,5770,2281
2019-07-28,5791,2284
2019-07-29,5791,2285
2019-07-30,5793,2287
2019-07-31,5793,2291
2019-08-01,5796,2293
2019-08-02,5802,2294
2019-08-03,5808,2293
2019-08-04,5818,2297
2019-08-05,5826,2305
2019-08-06,5842,2310
2019-08-07,5850,2314
2019-08-08,5856,2316
2019-08-09,5861,2320
2019-08-10,5866,2323
2019-08-11,5875,2325
2019-08-12,5875,2326
2019-08-13,5879,2331
2019-08-14,5885,2337
2019-08-15,5886,2339
2019-08-16,5890,2341
2019-08-17,5897,2341
2019-08-18,5901,2342
2019-08-19,5902,2343
2019-08-20,5904,2343
2019-08-21,5908,2345
2019-08-22,5910,2348
2019-08-23,5911,2351
2019-08-24,5915,2353
2019-08-25,5915,2353
2019-08-26,5917,2356
2019-08-27,5918,2356
2019-08-28,5921,2357
2019-08-29,5923,2356
2019-08-30,5923,2357
2019-08-31,5925,2358
2019-09-01,5928,2363
2019-09-02,5929,2366
2019-09-03,5932,2368
2019-09-04,5932,2371
2019-09-05,5933,2374
2019-09-06,5937,2372
2019-09-07,5940,2373
2019-09-08,5941,2373
2019-09-09,5952,2379
2019-09-10,5958,2382
2019-09-11,5960,2385
2019-09-12,5965,2386
2019-09-13,5970,2388
2019-09-14,5972,2388
2019-09-15,5975,2393
2019-09-16,5975,2395
2019-09-17,5978,2400
2019-09-18,5979,2401
2019-09-19,5980,2401
2019-09-20,5983,2400
2019-09-21,5982,2402
2019-09-22,5987,2404
2019-09-23,5987,2405
2019-09-24,5990,2407
2019-09-25,5997,2409
2019-09-26,6005,2412
2019-09-27,6013,2414
2019-09-28,6015,2416
2019-09-29,6021,2420
2019-09-30,6024,2423
2019-10-01,6025,2423
2019-10-02,6026,2425
2019-10-03,6029,2427
2019-10-04,6030,2427
2019-10-05,6031,2427
2019-10-06,6036,2427
2019-10-07,6038,2427
2019-10-08,6046,2429
2019-10-09,6051,2429
2019-10-10,6053,2432
2019-10-11,6054,2436
2019-10-12,6056,2438
2019-10-13,6057,2442
2019-10-14,6062,2445
2019-10-15,6063,2446
2019-10-16,6065,2448
2019-10-17,6071,2450
2019-10-18,6077,2451
2019-10-19,6080,2452
2019-10-20,6084,2454
2019-10-21,6084,2454
2019-10-22,6088,2456
2019-10-23,6089,2458
2019-10-24,6092,2460
2019-10-25,6097,2460
2019-10-26,6101,2462
2019-10-27,6105,2467
2019-10-28,6106,2470
2019-10-29,6106,2471
2019-10-30,6112,2471
2019-10-31,6117,2472
2019-11-01,6119,2475
2019-11-02,6127,2478
2019-11-03,6129,2478
2019-11-04,6131,2479
2019-11-05,6134,2484
2019-11-06,6137,2486
2019-11-07,6141,2486
2019-11-08,6144,2486
2019-11-09,6147,2488
2019-11-10,6147,2488
2019-11-11,6147,2488
2019-11-12,6154,2487
2019-11-13,6156,2489
2019-11-14,6161,2490
2019-11-15,6166,2490
2019-11-16,6166,2492
2019-11-17,6169,2493
2019-11-18,6171,2495
2019-11-19,6171,2496
2019-11-20,6172,2497
2019-11-21,6177,2500
2019-11-22,6179,2502
2019-11-23,6181,2506
2019-11-24,6182,2506
2019-11-25,6182,2506
2019-11-26,6183,2508
2019-11-27,6184,2510
2019-11-28,6187,2509
2019-11-29,6189,2509
2019-11-30,6189,2512
2019-12-01,6192,2514
2019-12-02,6193,2515
2019-12-03,6194,2516
2019-12-04,6195,2517
2019-12-05,6196,2517
2019-12-06,6198,2518
2019-12-07,6200,2518
2019-12-08,6199,2520
2019-12-09,6199,2521
2019-12-10,6200,2522
2019-12-11,6203,2524
2019-12-12,6203,2527
2019-12-13,6203,2529
2019-12-14,6207,2530
2019-12-15,6208,2530
2019-12-16,6211,2532
2019-12-17,6212,2532
2019-12-18,6214,2534
2019-12-19,6216,2534
2019-12-20,6217,2535
2019-12-21,6220,2537
2019-12-22,6221,2538
2019-12-23,6225,2538
2019-12-24,6225,2537
2019-12-25,6227,2579
2019-12-26,6230,2692
2019-12-27,6231,2690
2019-12-28,6233,2690
2019-12-29,6236,2689
2019-12-30,6236,2687
2019-12-31,6238,2686
2020-01-01,6238,2689
2020-01-02,6238,2686
2020-01-03,6243,2689
2020-01-04,6248,2689
2020-01-05,6258,2693
2020-01-06,6263,2695
2020-01-07,6267,2700
2020-01-08,6270,2700
2020-01-09,6272,2705
2020-01-10,6275,2706
2020-01-11,6276,2707
2020-01-12,6278,2709
2020-01-13,6281,2710
2020-01-14,6281,2709
2020-01-15,6283,2710
2020-01-16,6286,2710
2020-01-17,6289,2710
2020-01-18,6300,2710
2020-01-19,6304,2712
2020-01-20,6307,2712
2020-01-21,6309,2717
2020-01-22,6313,2718
2020-01-23,6313,2718
2020-01-24,6313,2717
2020-01-25,6314,2718
2020-01-26,6317,2720
2020-01-27,6326,2725
2020-01-28,6329,2724
2020-01-29,6329,2723
2020-01-30,6329,2725
2020-01-31,6331,2725
2020-02-01,6332,2727
2020-02-02,6336,2729
2020-02-03,6339,2730
2020-02-04,6343,2731
2020-02-05,6349,2735
2020-02-06,6351,2734
2020-02-07,6352,2737
2020-02-08,6353,2739
2020-02-09,6353,2741
2020-02-10,6355,2741
2020-02-11,6358,2742
2020-02-12,6361,2744
2020-02-13,6361,2743
2020-02-14,6364,2747
2020-02-15,6365,2747
2020-02-16,6366,2748
2020-02-17,6366,2748
2020-02-18,6368,2750
2020-02-19,6383,2756
2020-02-20,6391,2758
2020-02-21,6422,2768
2020-02-22,6440,2776
2020-02-23,6455,2784
2020-02-24,6466,2787
2020-02-25,6480,2789
2020-02-26,6495,2798
2020-02-27,6505,2803
2020-02-28,6517,2810
2020-02-29,6538,2816
2020-03-01,6563,2817
2020-03-02,6581,2822
2020-03-03,6592,2832
2020-03-04,6611,2837
2020-03-05,6644,2844
2020-03-06,6669,2846
2020-03-07,6689,2850
2020-03-08,6705,2851
2020-03-09,6730,2855
2020-03-10,6751,2860
2020-03-11,6763,2864
2020-03-12,6786,2867
2020-03-13,6812,2873
2020-03-14,6822,2875
2020-03-15,6856,2880
2020-03-16,6980,2907
2020-03-17,7126,2929
2020-03-18,7200,2940
2020-03-19,7264,2952
2020-03-20,7322,2964
2020-03-21,7378,2974
2020-03-22,7429,2983
2020-03-23,7494,2995
2020-03-24,7517,3002
2020-03-25,7541,3011
2020-03-26,7597,3028
2020-03-27,7699,3049
2020-03-28,7743,3062
2020-03-29,7819,3081
2020-03-30,7907,3107
2020-03-31,7951,3129
2020-04-01,7976,3144
2020-04-02,8014,3160
2020-04-03,8072,3209
2020-04-04,8119,3264
2020-04-05,8177,3345
2020-04-06,8444,3504
2020-04-07,8595,3627
2020-04-08,8678,3699
2020-04-09,8731,3753
2020-04-10,8786,3800
2020-04-11,8831,3858
2020-04-12,8731,3924
2020-04-13,8804,3990
2020-04-14,8826,4051
2020-04-15,8863,4108
2020-04-16,8894,4149
2020-04-17,8929,4190
2020-04-18,8957,4237
2020-04-19,8992,4297
2020-04-20,9021,4344
2020-04-21,9036,4391
2020-04-22,9082,4442
2020-04-23,9123,4507
2020-04-24,9161,4591
2020-04-25,9192,4697
2020-04-26,9206,4773
2020-04-27,9223,4862
2020-04-28,9260,4968
2020-04-29,9277,5060
2020-04-30,9294,5172
2020-05-01,9326,5248
2020-05-02,9342,5357
2020-05-03,9613,5495
2020-05-04,9834,5661
2020-05-05,9958,5799
2020-05-06,10074,5931
2020-05-07,10109,6038
2020-05-08,10158,6128
2020-05-09,10193,6265
2020-05-10,10231,6391
2020-05-11,10259,6512
2020-05-12,10295,6636
2020-05-13,10333,6725
2020-05-14,10357,6810
2020-05-15,10390,6874
2020-05-16,10407,6928
2020-05-17,10426,6966
2020-05-18,10445,7015
2020-05-19,10476,7047
2020-05-20,10500,7084
2020-05-21,10521,7113
2020-05-22,10541,7140
2020-05-23,10558,7180
2020-05-24,10575,7202
2020-05-25,10602,7237
2020-05-26,10644,7281
2020-05-27,10744,7341
2020-05-28,10800,7399
2020-05-29,10844,7425
2020-05-30,10944,7465
2020-05-31,11056,7491
2020-06-01,11123,7537
2020-06-02,11129,7577
2020-06-03,11139,7605
2020-06-04,11148,9165
2020-06-05,11159,9196
2020-06-06,11167,9214
2020-06-07,11199,9226
2020-06-08,11328,9273
2020-06-09,11487,9349
2020-06-10,11566,9384
2020-06-11,11616,9422
2020-06-12,11661,9465
2020-06-13,11671,9500
2020-06-14,11733,9533
2020-06-15,11745,9546
2020-06-16,11774,9572
2020-06-17,11811,9626
2020-06-18,11823,9642
2020-06-19,11844,9666
2020-06-20,11866,9697
2020-06-21,11878,9719
2020-06-22,11895,9760
2020-06-23,11925,9785
2020-06-24,12016,9841
2020-06-25,12016,9900
2020-06-26,12016,9950
2020-06-27,12101,9982
2020-06-28,12126,10031
2020-06-29,12145,10063
2020-06-30,12160,10100
2020-07-01,12181,10135
2020-07-02,12194,10151
2020-07-03,12210,10186
2020-07-04,12230,10186
2020-07-05,12260,10186
2020-07-06,12255,10289
2020-07-07,12281,10329
2020-07-08,12313,10360
2020-07-09,12332,10377
2020-07-10,12362,10421
2020-07-11,12380,10445
2020-07-12,12389,10467
2020-07-13,12395,10502
2020-07-14,12405,10533
2020-07-15,12417,10574
2020-07-16,12426,10627
2020-07-17,12442,10666
2020-07-18,12453,10733
2020-07-19,12458,10764
2020-07-20,12469,10780
2020-07-21,12484,10827
2020-07-22,12488,10862
2020-07-23,12501,10908
2020-07-24,12502,11012
2020-07-25,12508,11052
2020-07-26,12516,11074
2020-07-27,12525,11129
2020-07-28,12538,11223
2020-07-29,12554,11279
2020-07-31,12590,11342
2020-08-01,12597,11351
2020-08-02,12598,11359
2020-08-04,12614,11378
2020-08-05,12624,11400
2020-08-06,12627,11403
2020-08-07,12629,11417
2020-08-08,12634,11422
2020-08-09,12642,11428
2020-08-10,12648,11434
2020-08-11,12663,11449
2020-08-12,12677,11454
2020-08-13,12699,11468
2020-08-16,12749,11505
2020-08-17,12759,11526
2020-08-18,12787,11541
2020-08-19,12811,11559
2020-08-20,12827,11573
2020-08-21,12845,11586
2020-08-22,12856,11593
2020-08-23,12866,11612
2020-08-24,12870,11621
2020-08-25,12885,11629
2020-08-26,12896,11640
2020-08-27,12902,11647
2020-08-28,12905,11656
2020-08-29,12912,11666
2020-08-30,12919,11665
2020-08-31,12929,11673
2020-09-03,12963,11696
2020-09-04,12977,11705
2020-09-05,12988,11709
2020-09-06,12999,11713
2020-09-07,13007,11716
2020-09-08,13015,11724
2020-09-09,13028,11730
2020-09-10,13055,11743
2020-09-11,13062,11753
2020-09-12,13069,11757
2020-09-13,13072,11765
2020-09-14,13082,11772
2020-09-15,13097,11779
2020-09-16,13106,11783
2020-09-17,13113,11786
2020-09-18,13122,11793
2020-09-19,13124,11793
2020-09-21,13149,11801
2020-09-22,13250,11823
2020-09-23,13256,11833
2020-09-24,13322,11855
2020-09-25,13347,11870
2020-09-26,13375,11879
2020-09-27,13387,11885
2020-09-28,13424,11893
2020-09-29,13443,11901
2020-10-01,13474,11919
2020-10-02,13618,11959
2020-10-03,13680,11977
2020-10-04,13715,11985
2020-10-05,13746,11993
2020-10-06,13768,12004
2020-10-07,13788,12011
2020-10-08,13826,12030
2020-10-09,13853,12067
2020-10-10,13873,12077
2020-10-11,13898,12085
2020-10-12,13910,12097
2020-10-13,13927,12103
2020-10-15,13970,12116
2020-10-16,13982,12126
2021-02-21,16154,13106
2021-02-22,16189,13113
2021-02-23,16243,13126
2021-02-24,16336,13156
2021-02-25,16397,13182
2021-02-26,16430,13198
2021-02-27,16460,13206
2021-02-28,16482,13222
2021-03-01,16524,13237
2021-03-02,16549,13249
2021-03-03,16582,13266
2021-03-04,16606,13278
2021-03-05,16647,13289
2021-03-06,16673,13302
2021-03-07,16720,13315
2021-03-08,16769,13322
2021-03-09,16802,13333
2021-03-10,16820,13345
2021-03-11,16835,13360
2021-03-12,16869,13377
2021-03-13,16908,13394
2021-03-14,16948,13407
2021-03-15,16974,13415
2021-03-16,17002,13425
2021-03-17,17023,13431
2021-03-18,17043,13437
2021-03-19,17069,13451
2021-03-20,17081,13458
2021-03-21,17088,13460
2021-03-22,17100,13462
2021-03-23,17119,13470
2021-03-24,17228,13515
2021-03-25,17261,13537
2021-03-26,17279,13552
2021-03-27,17295,13575
2021-03-28,17318,13589
2021-03-29,17344,13600
2021-03-30,17363,13612
2021-03-31,17386,13622
2021-04-01,17395,13666
2021-04-02,17418,13690
2021-04-03,17446,13697
2021-04-04,17482,13707
2021-04-05,17508,13721
2021-04-06,17523,13726
2021-04-07,17543,13739
2021-04-08,17568,13763
2021-04-09,17588,13782
2021-04-10,17613,13788
2021-04-11,17632,13795
2021-04-12,17649,13801
2021-04-13,17670,13824
2021-04-14,17686,13855
2021-04-15,17710,13877
2021-04-16,17724,13900
2021-04-17,17739,13914
2021-04-18,17749,13924
2021-04-19,17762,13930
2021-04-20,17772,13936
2021-04-21,17781,13954
2021-04-22,17832,13960
2021-04-23,17965,13987
2021-04-24,18032,14009
2021-04-25,18065,14020
2021-04-26,18098,14038
2021-04-27,18114,14060
2021-04-28,18140,14070
2021-04-29,18152,14086
2021-04-30,18204,14114
2021-05-01,18229,14133
2021-05-02,18245,14150
2021-05-03,18285,14159
2021-05-04,18297,14171
2021-05-05,18313,14180
2021-05-06,18327,14187
2021-05-07,18343,14244
2021-05-08,18372,14433
2021-05-09,18382,14605
2021-05-10,18396,14751
2021-05-11,18408,14769
2021-05-12,18435,14776
2021-05-13,18459,14789
2021-05-14,18481,14799
2021-05-15,18501,14810
2021-05-16,18513,14811
2021-05-17,18531,14819
2021-05-18,18547,14825
2021-05-19,18554,14838
2021-05-20,18565,14844
2021-05-21,18579,14852
2021-05-22,18587,14860
2021-05-23,18594,14861
2021-05-24,18604,14873
2021-05-25,18624,14880
2021-05-26,18637,14889
2021-05-27,18648,14900
2021-05-28,18661,14915
2021-05-29,18670,14919
2021-05-30,18678,14929
2021-05-31,18687,14934
2021-06-01,18696,14948
2021-06-02,18709,14962
2021-06-03,18726,14979
2021-06-04,18741,14994
2021-06-05,18750,15031
2021-06-06,18766,15070
2021-06-07,18797,15091
2021-06-08,18808,15114
2021-06-09,18823,15096
2021-06-10,18836,15099
2021-06-11,18845,15102
2021-06-12,18856,15110
2021-06-13,18861,15111
2021-06-14,18866,15114
2021-06-15,18870,15116
2021-06-16,18881,15122
2021-06-17,18891,15129
2021-06-18,18900,15133
2021-06-19,18908,15136
2021-06-20,18918,15140
2021-06-21,18928,15146
2021-06-22,18943,15156
2021-06-23,18958,15161
2021-06-24,18968,15168
2021-06-25,18981,15181
2021-06-26,18994,15187
2021-06-27,19006,15197
2021-06-28,19013,15200
2021-06-29,19016,15205
2021-06-30,19022,15210
2021-07-01,19036,15218
2021-07-02,19042,15226
2021-07-02,19054,15229
2021-07-03,19064,15233
2021-07-04,19076,15242
2021-07-05,19077,15244
2021-07-06,19094,15246
2021-07-07,19101,15254
2021-07-08,19113,15258
2021-07-09,19122,15262
2021-07-10,19129,15269
2021-07-11,19150,15275
2021-07-12,19184,15279
2021-07-13,19200,15287
2021-07-14,19210,15295
2021-07-15,19224,15298
2021-07-16,19238,15304
2021-07-17,19247,15311
2021-07-18,19254,15313
2021-07-19,19269,15317
2021-07-20,19279,15320
2021-07-21,19289,15325
2021-07-22,19301,15331
2021-07-23,19314,15335
2021-07-24,19322,15337
2021-07-25,19332,15340
2021-07-26,19345,15345
2021-07-27,19362,15352
2021-07-28,19373,15362
2021-07-29,19376,15366
2021-07-30,19391,15369
2021-07-31,19399,15368
2021-08-01,19409,15370
2021-08-02,19419,15374
2021-08-03,19428,15378
2021-08-04,19438,15383
2021-08-05,19447,15387
2021-08-06,19453,15387
2021-08-07,19460,15390
2021-08-08,19469,15390
2021-08-09,19477,15394
2021-08-10,19483,15393
2021-08-11,19496,15399
2021-08-12,19506,15403
2021-08-13,19518,15406
2021-08-14,19523,15409
2021-08-15,19529,15415
2021-08-16,19538,15421
2021-08-17,19550,15426
2021-08-18,19566,15426
2021-08-19,19584,15429
2021-08-20,19596,15434
2021-08-21,19606,15437
2021-08-22,19614,15439
2021-08-23,19627,15442
2021-08-24,19641,15448
2021-08-25,19648,15456
2021-08-26,19656,15461
2021-08-27,19665,15472
2021-08-28,19677,15477
2021-08-29,19689,15483
2021-08-30,19695,15486
2021-08-31,19702,15490
2021-09-01,19711,15495
2021-09-02,19727,15506
2021-09-03,19738,15511
2021-09-04,19743,15518
2021-09-05,19753,15519
2021-09-06,19761,15528
2021-09-07,19765,15531
2021-09-08,19775,15544
2021-09-09,19787,15548
2021-09-10,19802,15553
2021-09-11,19817,15560
2021-09-12,19825,15563
2021-09-13,19829,15568
2021-09-14,19844,15575
2021-09-15,19850,15577
2021-09-16,19855,15585
2021-09-17,19865,15591
2021-09-18,19882,15604
2021-09-19,19888,15607
2021-09-20,19891,15613
2021-09-21,19899,15615
2021-09-22,19907,15619
2021-09-23,19911,15625
2021-09-24,19912,15628
2021-09-25,19919,15632
2021-09-26,19931,15638
2021-09-27,19938,15642
2021-09-28,19950,15643
2021-09-29,19959,15643
2021-09-30,19965,15647
2021-10-01,19967,15648
2021-10-02,19973,15653
2021-10-03,19986,15657
2021-10-04,19991,15658
2021-10-05,19994,15658
2021-10-06,20000,15660
2021-10-07,20028,15667
2021-10-08,20095,15685
2021-10-09,20115,15692
2021-10-10,20139,15699
2021-10-11,20158,15709
2021-10-12,20210,15716
2021-10-13,20266,15724
2021-10-14,20290,15735
2021-10-15,20311,15741
2021-10-16,20372,15753
2021-10-17,20431,15765
2021-10-18,20462,15772
2021-10-19,20490,15783
2021-10-20,20510,15791
2021-10-21,20535,15801
2021-10-22,20557,15806
2021-10-23,20617,15814
2021-10-24,20637,15824
2021-10-25,20653,15829
2021-10-26,20678,15851
2021-10-27,20685,15862
2021-10-28,20707,15868
2021-10-29,20719,15874
2021-10-30,20729,15875
2021-10-31,20792,15894
2021-11-01,20841,15906
2021-11-02,20861,15912
2021-11-03,20872,15913
2021-11-04,20886,15917
2021-11-05,20902,15925
2021-11-06,20951,15931
2021-11-07,21010,15938
2021-11-08,21062,15948
2021-11-09,21101,15959
2021-11-10,21134,15966
2021-11-11,21145,15972
2021-11-12,21157,15980
2021-11-13,21184,15985
2021-11-14,21217,16001
2021-11-15,21247,16014
2021-11-16,21269,16023
2021-11-17,21319,16030
2021-11-18,21333,16037
2021-11-19,19768,16047
2021-11-20,19774,16054
2021-11-21,19822,16059
2021-11-22,19860,16063
2021-11-23,19878,16070
